Total Exited ,2037,,,,,,
Total Records,10000,,,,,,
Exit Ratio,20.37%,,,,,,
,,,,,,,
,,,,,,,
RowNumber,Exited,P_hat,Total Select,Total Select Percent,Random Select,Random Select Percent,Model Select
9427,1,0.56433708,466,0.0466,94.9242,0.0466,307
9129,1,0.564243193,467,0.0467,95.1279,0.0467,308
3634,0,0.563946635,468,0.0468,95.3316,0.0468,308
9074,1,0.563896783,469,0.0469,95.5353,0.0469,309
8009,0,0.563371176,470,0.047,95.739,0.047,309
2028,1,0.562811833,471,0.0471,95.9427,0.0471,310
5130,0,0.562095404,472,0.0472,96.1464,0.0472,310
4274,0,0.561706567,473,0.0473,96.3501,0.0473,310
9698,1,0.56164323,474,0.0474,96.5538,0.0474,311
6497,1,0.561571232,475,0.0475,96.7575,0.0475,312
1006,1,0.561371556,476,0.0476,96.9612,0.0476,313
818,1,0.561307435,477,0.0477,97.1649,0.0477,314
9992,1,0.560910965,478,0.0478,97.3686,0.0478,315
2370,1,0.560744723,479,0.0479,97.5723,0.0479,316
9469,0,0.559806717,480,0.048,97.776,0.048,316
2856,0,0.559444278,481,0.0481,97.9797,0.0481,316
8931,0,0.55937056,482,0.0482,98.1834,0.0482,316
7934,0,0.55836866,483,0.0483,98.3871,0.0483,316
2782,1,0.558362919,484,0.0484,98.5908,0.0484,317
2656,0,0.558136895,485,0.0485,98.7945,0.0485,317
9762,0,0.557348395,486,0.0486,98.9982,0.0486,317
7489,0,0.55730278,487,0.0487,99.2019,0.0487,317
2054,1,0.557250665,488,0.0488,99.4056,0.0488,318
2373,1,0.557144594,489,0.0489,99.6093,0.0489,319
1019,1,0.557111472,490,0.049,99.813,0.049,320
2482,0,0.557001656,491,0.0491,100.0167,0.0491,320
9719,1,0.556865037,492,0.0492,100.2204,0.0492,321
7376,0,0.556833186,493,0.0493,100.4241,0.0493,321
7927,1,0.556795816,494,0.0494,100.6278,0.0494,322
8011,1,0.556168891,495,0.0495,100.8315,0.0495,323
8631,0,0.555775174,496,0.0496,101.0352,0.0496,323
2165,0,0.555646923,497,0.0497,101.2389,0.0497,323
8794,0,0.555051606,498,0.0498,101.4426,0.0498,323
7553,0,0.554401516,499,0.0499,101.6463,0.0499,323
7157,0,0.554256949,500,0.05,101.85,0.05,323
8578,1,0.553905427,501,0.0501,102.0537,0.0501,324
2400,0,0.553847294,502,0.0502,102.2574,0.0502,324
1352,1,0.553056348,503,0.0503,102.4611,0.0503,325
1570,1,0.552991,504,0.0504,102.6648,0.0504,326
6174,0,0.552880472,505,0.0505,102.8685,0.0505,326
4138,0,0.552753334,506,0.0506,103.0722,0.0506,326
5058,1,0.552653997,507,0.0507,103.2759,0.0507,327
7823,1,0.552283989,508,0.0508,103.4796,0.0508,328
8554,0,0.552145317,509,0.0509,103.6833,0.0509,328
6099,0,0.552065786,510,0.051,103.887,0.051,328
5809,1,0.551829578,511,0.0511,104.0907,0.0511,329
8073,1,0.551745622,512,0.0512,104.2944,0.0512,330
4596,1,0.551580054,513,0.0513,104.4981,0.0513,331
3590,0,0.551475937,514,0.0514,104.7018,0.0514,331
4163,0,0.55116879,515,0.0515,104.9055,0.0515,331
4913,1,0.550986134,516,0.0516,105.1092,0.0516,332
698,1,0.550291433,517,0.0517,105.3129,0.0517,333
3827,0,0.550134312,518,0.0518,105.5166,0.0518,333
5456,1,0.54977224,519,0.0519,105.7203,0.0519,334
9976,1,0.549643971,520,0.052,105.924,0.052,335
86,0,0.549500787,521,0.0521,106.1277,0.0521,335
982,0,0.549369126,522,0.0522,106.3314,0.0522,335
9577,0,0.549125677,523,0.0523,106.5351,0.0523,335
1917,1,0.547484018,524,0.0524,106.7388,0.0524,336
410,0,0.547454332,525,0.0525,106.9425,0.0525,336
5759,1,0.546803844,526,0.0526,107.1462,0.0526,337
1266,1,0.546746342,527,0.0527,107.3499,0.0527,338
7970,1,0.546352472,528,0.0528,107.5536,0.0528,339
1646,0,0.546150354,529,0.0529,107.7573,0.0529,339
2749,1,0.545462094,530,0.053,107.961,0.053,340
5104,1,0.545202081,531,0.0531,108.1647,0.0531,341
229,1,0.544470347,532,0.0532,108.3684,0.0532,342
4478,0,0.543940449,533,0.0533,108.5721,0.0533,342
7550,1,0.543900577,534,0.0534,108.7758,0.0534,343
4785,1,0.543531932,535,0.0535,108.9795,0.0535,344
824,1,0.543465287,536,0.0536,109.1832,0.0536,345
4639,0,0.543265437,537,0.0537,109.3869,0.0537,345
9187,0,0.542879236,538,0.0538,109.5906,0.0538,345
5443,1,0.542179763,539,0.0539,109.7943,0.0539,346
4725,0,0.541889898,540,0.054,109.998,0.054,346
8399,1,0.541411213,541,0.0541,110.2017,0.0541,347
2361,0,0.541097063,542,0.0542,110.4054,0.0542,347
7856,0,0.540879365,543,0.0543,110.6091,0.0543,347
872,1,0.54077633,544,0.0544,110.8128,0.0544,348
6168,0,0.540744452,545,0.0545,111.0165,0.0545,348
5160,0,0.540599541,546,0.0546,111.2202,0.0546,348
8423,1,0.540162517,547,0.0547,111.4239,0.0547,349
7145,1,0.540080555,548,0.0548,111.6276,0.0548,350
4885,1,0.5400639,549,0.0549,111.8313,0.0549,351
1463,1,0.539954918,550,0.055,112.035,0.055,352
3804,1,0.53989916,551,0.0551,112.2387,0.0551,353
8117,1,0.53980986,552,0.0552,112.4424,0.0552,354
4072,0,0.538965576,553,0.0553,112.6461,0.0553,354
5599,0,0.538730482,554,0.0554,112.8498,0.0554,354
1460,1,0.538667056,555,0.0555,113.0535,0.0555,355
4698,1,0.538657344,556,0.0556,113.2572,0.0556,356
9235,1,0.538445111,557,0.0557,113.4609,0.0557,357
6117,0,0.538386408,558,0.0558,113.6646,0.0558,357
5426,0,0.538364721,559,0.0559,113.8683,0.0559,357
596,0,0.537576478,560,0.056,114.072,0.056,357
9594,0,0.537542517,561,0.0561,114.2757,0.0561,357
1306,1,0.537235385,562,0.0562,114.4794,0.0562,358
4312,1,0.53715597,563,0.0563,114.6831,0.0563,359
2720,1,0.536887551,564,0.0564,114.8868,0.0564,360
6506,1,0.536625236,565,0.0565,115.0905,0.0565,361
6904,0,0.536266151,566,0.0566,115.2942,0.0566,361
1040,0,0.53619168,567,0.0567,115.4979,0.0567,361
3263,1,0.536072678,568,0.0568,115.7016,0.0568,362
9794,0,0.53567797,569,0.0569,115.9053,0.0569,362
1236,0,0.535664558,570,0.057,116.109,0.057,362
6896,1,0.535485745,571,0.0571,116.3127,0.0571,363
9537,1,0.535182349,572,0.0572,116.5164,0.0572,364
5340,1,0.535095437,573,0.0573,116.7201,0.0573,365
841,1,0.534896903,574,0.0574,116.9238,0.0574,366
238,1,0.534717949,575,0.0575,117.1275,0.0575,367
9429,0,0.533708172,576,0.0576,117.3312,0.0576,367
5973,1,0.533678422,577,0.0577,117.5349,0.0577,368
42,1,0.533675844,578,0.0578,117.7386,0.0578,369
7963,1,0.533392794,579,0.0579,117.9423,0.0579,370
1956,1,0.53336164,580,0.058,118.146,0.058,371
1202,1,0.53333857,581,0.0581,118.3497,0.0581,372
3225,1,0.533327559,582,0.0582,118.5534,0.0582,373
9150,0,0.533001315,583,0.0583,118.7571,0.0583,373
3466,0,0.532732254,584,0.0584,118.9608,0.0584,373
5115,1,0.532651606,585,0.0585,119.1645,0.0585,374
860,1,0.5319209,586,0.0586,119.3682,0.0586,375
4197,1,0.531836268,587,0.0587,119.5719,0.0587,376
5135,1,0.531807064,588,0.0588,119.7756,0.0588,377
4148,0,0.531671963,589,0.0589,119.9793,0.0589,377
7094,1,0.531632295,590,0.059,120.183,0.059,378
6279,0,0.531355199,591,0.0591,120.3867,0.0591,378
6360,1,0.530546695,592,0.0592,120.5904,0.0592,379
4746,1,0.529886106,593,0.0593,120.7941,0.0593,380
2902,0,0.529631613,594,0.0594,120.9978,0.0594,380
8194,0,0.529202264,595,0.0595,121.2015,0.0595,380
8494,1,0.529157598,596,0.0596,121.4052,0.0596,381
567,1,0.528755193,597,0.0597,121.6089,0.0597,382
4387,0,0.528272185,598,0.0598,121.8126,0.0598,382
4157,0,0.528081194,599,0.0599,122.0163,0.0599,382
5781,0,0.528008882,600,0.06,122.22,0.06,382
8266,1,0.527756131,601,0.0601,122.4237,0.0601,383
1227,0,0.527720061,602,0.0602,122.6274,0.0602,383
6471,0,0.527542763,603,0.0603,122.8311,0.0603,383
1506,1,0.527098887,604,0.0604,123.0348,0.0604,384
5990,1,0.527047342,605,0.0605,123.2385,0.0605,385
5654,0,0.527039329,606,0.0606,123.4422,0.0606,385
9208,1,0.526535298,607,0.0607,123.6459,0.0607,386
2140,1,0.52634927,608,0.0608,123.8496,0.0608,387
1206,0,0.52601349,609,0.0609,124.0533,0.0609,387
3312,0,0.524666966,610,0.061,124.257,0.061,387
9416,0,0.52463971,611,0.0611,124.4607,0.0611,387
3286,1,0.524161448,612,0.0612,124.6644,0.0612,388
1963,1,0.523602532,613,0.0613,124.8681,0.0613,389
1561,0,0.523583804,614,0.0614,125.0718,0.0614,389
1918,1,0.523543924,615,0.0615,125.2755,0.0615,390
9139,1,0.523462088,616,0.0616,125.4792,0.0616,391
3829,0,0.523436296,617,0.0617,125.6829,0.0617,391
6918,0,0.523389758,618,0.0618,125.8866,0.0618,391
3430,1,0.52317326,619,0.0619,126.0903,0.0619,392
3334,0,0.522790167,620,0.062,126.294,0.062,392
235,0,0.522754015,621,0.0621,126.4977,0.0621,392
9902,0,0.522651316,622,0.0622,126.7014,0.0622,392
503,1,0.52261877,623,0.0623,126.9051,0.0623,393
8788,0,0.521780251,624,0.0624,127.1088,0.0624,393
9317,1,0.521622058,625,0.0625,127.3125,0.0625,394
7488,1,0.521225547,626,0.0626,127.5162,0.0626,395
9937,0,0.521035885,627,0.0627,127.7199,0.0627,395
6105,1,0.520687873,628,0.0628,127.9236,0.0628,396
3167,1,0.520318865,629,0.0629,128.1273,0.0629,397
3581,0,0.519905067,630,0.063,128.331,0.063,397
8206,0,0.519491109,631,0.0631,128.5347,0.0631,397
9385,1,0.519146715,632,0.0632,128.7384,0.0632,398
8052,1,0.519138553,633,0.0633,128.9421,0.0633,399
5858,1,0.518936789,634,0.0634,129.1458,0.0634,400
6212,0,0.518217452,635,0.0635,129.3495,0.0635,400
8102,1,0.518090847,636,0.0636,129.5532,0.0636,401
2435,1,0.517778071,637,0.0637,129.7569,0.0637,402
5342,0,0.517659774,638,0.0638,129.9606,0.0638,402
6704,1,0.517323646,639,0.0639,130.1643,0.0639,403
9336,0,0.517309534,640,0.064,130.368,0.064,403
603,0,0.516985288,641,0.0641,130.5717,0.0641,403
2313,1,0.516982206,642,0.0642,130.7754,0.0642,404
3898,0,0.516886543,643,0.0643,130.9791,0.0643,404
8901,0,0.516858583,644,0.0644,131.1828,0.0644,404
838,0,0.516420681,645,0.0645,131.3865,0.0645,404
4029,0,0.515604002,646,0.0646,131.5902,0.0646,404
4681,0,0.515569227,647,0.0647,131.7939,0.0647,404
4432,0,0.515567101,648,0.0648,131.9976,0.0648,404
80,0,0.515535448,649,0.0649,132.2013,0.0649,404
6613,0,0.515494471,650,0.065,132.405,0.065,404
7760,1,0.51506287,651,0.0651,132.6087,0.0651,405
5086,1,0.514963277,652,0.0652,132.8124,0.0652,406
4034,1,0.514427719,653,0.0653,133.0161,0.0653,407
7518,1,0.514356406,654,0.0654,133.2198,0.0654,408
367,0,0.514227044,655,0.0655,133.4235,0.0655,408
2570,0,0.514143068,656,0.0656,133.6272,0.0656,408
2912,0,0.513992188,657,0.0657,133.8309,0.0657,408
8674,1,0.513910337,658,0.0658,134.0346,0.0658,409
5672,0,0.513858268,659,0.0659,134.2383,0.0659,409
6062,1,0.513728498,660,0.066,134.442,0.066,410
7957,0,0.513405424,661,0.0661,134.6457,0.0661,410
1654,1,0.513251287,662,0.0662,134.8494,0.0662,411
5019,1,0.513187322,663,0.0663,135.0531,0.0663,412
6811,0,0.513136177,664,0.0664,135.2568,0.0664,412
9426,0,0.513082737,665,0.0665,135.4605,0.0665,412
1753,0,0.512913176,666,0.0666,135.6642,0.0666,412
7398,1,0.512543274,667,0.0667,135.8679,0.0667,413
4285,0,0.511940463,668,0.0668,136.0716,0.0668,413
689,1,0.511498358,669,0.0669,136.2753,0.0669,414
9107,1,0.51135293,670,0.067,136.479,0.067,415
6685,1,0.510876012,671,0.0671,136.6827,0.0671,416
8059,0,0.510141831,672,0.0672,136.8864,0.0672,416
7019,1,0.509892308,673,0.0673,137.0901,0.0673,417
5215,1,0.509779185,674,0.0674,137.2938,0.0674,418
5158,0,0.509776196,675,0.0675,137.4975,0.0675,418
429,0,0.509257355,676,0.0676,137.7012,0.0676,418
4649,1,0.509234848,677,0.0677,137.9049,0.0677,419
2787,1,0.509206742,678,0.0678,138.1086,0.0678,420
9344,0,0.508915196,679,0.0679,138.3123,0.0679,420
1419,0,0.508105103,680,0.068,138.516,0.068,420
3684,1,0.507902275,681,0.0681,138.7197,0.0681,421
7249,1,0.5075921,682,0.0682,138.9234,0.0682,422
1520,1,0.507523936,683,0.0683,139.1271,0.0683,423
775,1,0.507384776,684,0.0684,139.3308,0.0684,424
3603,0,0.507292464,685,0.0685,139.5345,0.0685,424
9834,0,0.507218289,686,0.0686,139.7382,0.0686,424
3542,0,0.507069085,687,0.0687,139.9419,0.0687,424
8785,1,0.507057435,688,0.0688,140.1456,0.0688,425
9163,1,0.506997967,689,0.0689,140.3493,0.0689,426
8171,1,0.506953255,690,0.069,140.553,0.069,427
2814,1,0.50658189,691,0.0691,140.7567,0.0691,428
586,1,0.506322129,692,0.0692,140.9604,0.0692,429
1345,1,0.505665658,693,0.0693,141.1641,0.0693,430
3814,0,0.505338395,694,0.0694,141.3678,0.0694,430
2347,1,0.504498677,695,0.0695,141.5715,0.0695,431
4404,1,0.504191313,696,0.0696,141.7752,0.0696,432
1824,1,0.504160185,697,0.0697,141.9789,0.0697,433
7040,0,0.503658355,698,0.0698,142.1826,0.0698,433
3576,0,0.503336556,699,0.0699,142.3863,0.0699,433
5155,0,0.503022531,700,0.07,142.59,0.07,433
2560,0,0.502538252,701,0.0701,142.7937,0.0701,433
9601,1,0.502490126,702,0.0702,142.9974,0.0702,434
1001,0,0.502488646,703,0.0703,143.2011,0.0703,434
1997,1,0.50246493,704,0.0704,143.4048,0.0704,435
2704,1,0.502324946,705,0.0705,143.6085,0.0705,436
1867,0,0.502260014,706,0.0706,143.8122,0.0706,436
1607,0,0.50209727,707,0.0707,144.0159,0.0707,436
613,0,0.501528383,708,0.0708,144.2196,0.0708,436
7710,0,0.501273536,709,0.0709,144.4233,0.0709,436
3157,1,0.501173827,710,0.071,144.627,0.071,437
1185,0,0.500657867,711,0.0711,144.8307,0.0711,437
4458,0,0.500408464,712,0.0712,145.0344,0.0712,437
2472,0,0.500262692,713,0.0713,145.2381,0.0713,437
3820,1,0.500145443,714,0.0714,145.4418,0.0714,438
2929,1,0.500143775,715,0.0715,145.6455,0.0715,439
5722,1,0.500051,716,0.0716,145.8492,0.0716,440
7524,0,0.499598257,717,0.0717,146.0529,0.0717,440
3763,0,0.499493869,718,0.0718,146.2566,0.0718,440
922,1,0.49937216,719,0.0719,146.4603,0.0719,441
9352,0,0.499292663,720,0.072,146.664,0.072,441
6344,1,0.499184216,721,0.0721,146.8677,0.0721,442
3268,0,0.499010521,722,0.0722,147.0714,0.0722,442
6726,0,0.499002666,723,0.0723,147.2751,0.0723,442
7966,1,0.498983611,724,0.0724,147.4788,0.0724,443
770,1,0.498907706,725,0.0725,147.6825,0.0725,444
3881,0,0.498893819,726,0.0726,147.8862,0.0726,444
9649,0,0.498855302,727,0.0727,148.0899,0.0727,444
4711,0,0.498777615,728,0.0728,148.2936,0.0728,444
2160,0,0.498662701,729,0.0729,148.4973,0.0729,444
1664,1,0.498499811,730,0.073,148.701,0.073,445
6608,0,0.498298366,731,0.0731,148.9047,0.0731,445
3463,0,0.497651319,732,0.0732,149.1084,0.0732,445
8970,0,0.497594551,733,0.0733,149.3121,0.0733,445
8524,1,0.497212185,734,0.0734,149.5158,0.0734,446
8993,0,0.496649359,735,0.0735,149.7195,0.0735,446
1874,0,0.496525847,736,0.0736,149.9232,0.0736,446
8293,0,0.496205262,737,0.0737,150.1269,0.0737,446
2121,1,0.495985216,738,0.0738,150.3306,0.0738,447
4491,0,0.495782535,739,0.0739,150.5343,0.0739,447
933,0,0.495780705,740,0.074,150.738,0.074,447
7363,0,0.495244045,741,0.0741,150.9417,0.0741,447
8831,1,0.494711381,742,0.0742,151.1454,0.0742,448
9376,1,0.493912795,743,0.0743,151.3491,0.0743,449
9117,0,0.49377144,744,0.0744,151.5528,0.0744,449
7458,1,0.493737333,745,0.0745,151.7565,0.0745,450
8659,0,0.493231853,746,0.0746,151.9602,0.0746,450
2770,1,0.493223866,747,0.0747,152.1639,0.0747,451
3496,0,0.493149586,748,0.0748,152.3676,0.0748,451
3131,1,0.492973822,749,0.0749,152.5713,0.0749,452
9297,0,0.49289773,750,0.075,152.775,0.075,452
7117,1,0.492889637,751,0.0751,152.9787,0.0751,453
8687,0,0.492709452,752,0.0752,153.1824,0.0752,453
508,0,0.492670446,753,0.0753,153.3861,0.0753,453
1252,1,0.492315386,754,0.0754,153.5898,0.0754,454
8624,0,0.49207037,755,0.0755,153.7935,0.0755,454
8278,0,0.491607715,756,0.0756,153.9972,0.0756,454
7472,0,0.491577342,757,0.0757,154.2009,0.0757,454
5495,1,0.491228087,758,0.0758,154.4046,0.0758,455
3598,0,0.491227188,759,0.0759,154.6083,0.0759,455
9969,0,0.490831963,760,0.076,154.812,0.076,455
1235,0,0.490781515,761,0.0761,155.0157,0.0761,455
5378,0,0.490738567,762,0.0762,155.2194,0.0762,455
3144,0,0.490358601,763,0.0763,155.4231,0.0763,455
3579,1,0.490255485,764,0.0764,155.6268,0.0764,456
3995,0,0.490254189,765,0.0765,155.8305,0.0765,456
9185,0,0.49006115,766,0.0766,156.0342,0.0766,456
5868,0,0.489746621,767,0.0767,156.2379,0.0767,456
6716,0,0.489719835,768,0.0768,156.4416,0.0768,456
6268,1,0.489464782,769,0.0769,156.6453,0.0769,457
2196,1,0.48916241,770,0.077,156.849,0.077,458
1895,0,0.489106029,771,0.0771,157.0527,0.0771,458
8320,0,0.48874705,772,0.0772,157.2564,0.0772,458
9072,0,0.488314434,773,0.0773,157.4601,0.0773,458
3338,1,0.487941234,774,0.0774,157.6638,0.0774,459
7333,0,0.487770313,775,0.0775,157.8675,0.0775,459
658,0,0.487767182,776,0.0776,158.0712,0.0776,459
1286,0,0.487486596,777,0.0777,158.2749,0.0777,459
6429,1,0.487365822,778,0.0778,158.4786,0.0778,460
7002,0,0.487152636,779,0.0779,158.6823,0.0779,460
139,1,0.48712934,780,0.078,158.886,0.078,461
8688,0,0.486560252,781,0.0781,159.0897,0.0781,461
2725,0,0.486407793,782,0.0782,159.2934,0.0782,461
451,0,0.486246397,783,0.0783,159.4971,0.0783,461
4630,1,0.486041493,784,0.0784,159.7008,0.0784,462
5466,0,0.485903271,785,0.0785,159.9045,0.0785,462
7069,1,0.48580651,786,0.0786,160.1082,0.0786,463
8178,0,0.485257502,787,0.0787,160.3119,0.0787,463
9590,0,0.485147122,788,0.0788,160.5156,0.0788,463
2088,1,0.48512251,789,0.0789,160.7193,0.0789,464
2779,0,0.485111235,790,0.079,160.923,0.079,464
6296,1,0.48505095,791,0.0791,161.1267,0.0791,465
9142,0,0.484482625,792,0.0792,161.3304,0.0792,465
8879,1,0.483577045,793,0.0793,161.5341,0.0793,466
6119,0,0.483503109,794,0.0794,161.7378,0.0794,466
1649,0,0.483075098,795,0.0795,161.9415,0.0795,466
1565,0,0.483070465,796,0.0796,162.1452,0.0796,466
6086,1,0.482898467,797,0.0797,162.3489,0.0797,467
6858,1,0.482894268,798,0.0798,162.5526,0.0798,468
5777,1,0.482657555,799,0.0799,162.7563,0.0799,469
2013,0,0.482532555,800,0.08,162.96,0.08,469
4195,0,0.482436804,801,0.0801,163.1637,0.0801,469
644,1,0.482411817,802,0.0802,163.3674,0.0802,470
7038,1,0.482314343,803,0.0803,163.5711,0.0803,471
407,1,0.482196586,804,0.0804,163.7748,0.0804,472
5039,0,0.482010922,805,0.0805,163.9785,0.0805,472
5997,0,0.481850991,806,0.0806,164.1822,0.0806,472
7910,1,0.481645457,807,0.0807,164.3859,0.0807,473
6280,1,0.481563652,808,0.0808,164.5896,0.0808,474
490,0,0.481251376,809,0.0809,164.7933,0.0809,474
6670,1,0.481244573,810,0.081,164.997,0.081,475
6814,0,0.481129569,811,0.0811,165.2007,0.0811,475
7695,0,0.480852465,812,0.0812,165.4044,0.0812,475
476,1,0.480812695,813,0.0813,165.6081,0.0813,476
868,1,0.480674208,814,0.0814,165.8118,0.0814,477
4782,1,0.480619175,815,0.0815,166.0155,0.0815,478
2299,0,0.479964725,816,0.0816,166.2192,0.0816,478
2350,1,0.479558204,817,0.0817,166.4229,0.0817,479
5665,1,0.479039645,818,0.0818,166.6266,0.0818,480
7239,1,0.478882822,819,0.0819,166.8303,0.0819,481
6510,0,0.478363535,820,0.082,167.034,0.082,481
8548,0,0.478344685,821,0.0821,167.2377,0.0821,481
9896,1,0.47820793,822,0.0822,167.4414,0.0822,482
6708,1,0.477568737,823,0.0823,167.6451,0.0823,483
3698,0,0.477464839,824,0.0824,167.8488,0.0824,483
7244,0,0.47721218,825,0.0825,168.0525,0.0825,483
6519,1,0.477167189,826,0.0826,168.2562,0.0826,484
2815,0,0.477128811,827,0.0827,168.4599,0.0827,484
6735,1,0.476859215,828,0.0828,168.6636,0.0828,485
1061,0,0.476816464,829,0.0829,168.8673,0.0829,485
2096,0,0.476779594,830,0.083,169.071,0.083,485
9381,0,0.476734255,831,0.0831,169.2747,0.0831,485
7030,1,0.476381472,832,0.0832,169.4784,0.0832,486
990,1,0.476280458,833,0.0833,169.6821,0.0833,487
7669,0,0.476212326,834,0.0834,169.8858,0.0834,487
3503,1,0.475350535,835,0.0835,170.0895,0.0835,488
6413,1,0.475171729,836,0.0836,170.2932,0.0836,489
3086,1,0.47489821,837,0.0837,170.4969,0.0837,490
3277,0,0.474886061,838,0.0838,170.7006,0.0838,490
9286,0,0.474803381,839,0.0839,170.9043,0.0839,490
2640,1,0.474412484,840,0.084,171.108,0.084,491
6618,0,0.474364022,841,0.0841,171.3117,0.0841,491
5660,1,0.474260826,842,0.0842,171.5154,0.0842,492
851,0,0.474136281,843,0.0843,171.7191,0.0843,492
568,0,0.473980923,844,0.0844,171.9228,0.0844,492
7785,0,0.473918876,845,0.0845,172.1265,0.0845,492
7301,0,0.473444898,846,0.0846,172.3302,0.0846,492
8148,1,0.473166875,847,0.0847,172.5339,0.0847,493
1233,1,0.472644932,848,0.0848,172.7376,0.0848,494
1245,0,0.472509793,849,0.0849,172.9413,0.0849,494
8762,1,0.472028145,850,0.085,173.145,0.085,495
1987,0,0.471935182,851,0.0851,173.3487,0.0851,495
2062,0,0.471892901,852,0.0852,173.5524,0.0852,495
679,0,0.471657554,853,0.0853,173.7561,0.0853,495
4303,1,0.471436667,854,0.0854,173.9598,0.0854,496
3787,1,0.471433186,855,0.0855,174.1635,0.0855,497
9221,1,0.471186938,856,0.0856,174.3672,0.0856,498
7652,0,0.471023598,857,0.0857,174.5709,0.0857,498
4484,1,0.470919161,858,0.0858,174.7746,0.0858,499
5094,1,0.470514177,859,0.0859,174.9783,0.0859,500
242,0,0.470380184,860,0.086,175.182,0.086,500
2314,0,0.469833493,861,0.0861,175.3857,0.0861,500
2282,0,0.469593748,862,0.0862,175.5894,0.0862,500
1058,1,0.469353653,863,0.0863,175.7931,0.0863,501
929,0,0.469303364,864,0.0864,175.9968,0.0864,501
560,0,0.46908208,865,0.0865,176.2005,0.0865,501
1334,0,0.469079016,866,0.0866,176.4042,0.0866,501
8106,1,0.468843227,867,0.0867,176.6079,0.0867,502
5776,0,0.468768922,868,0.0868,176.8116,0.0868,502
7420,0,0.467951019,869,0.0869,177.0153,0.0869,502
8459,0,0.467467193,870,0.087,177.219,0.087,502
5257,1,0.467402822,871,0.0871,177.4227,0.0871,503
7339,1,0.466495405,872,0.0872,177.6264,0.0872,504
8076,1,0.466130568,873,0.0873,177.8301,0.0873,505
9319,0,0.465759841,874,0.0874,178.0338,0.0874,505
8678,0,0.465746829,875,0.0875,178.2375,0.0875,505
4546,0,0.465746505,876,0.0876,178.4412,0.0876,505
3781,1,0.465527311,877,0.0877,178.6449,0.0877,506
623,0,0.46549386,878,0.0878,178.8486,0.0878,506
2010,1,0.46525866,879,0.0879,179.0523,0.0879,507
9415,1,0.465008165,880,0.088,179.256,0.088,508
1273,0,0.464945512,881,0.0881,179.4597,0.0881,508
3743,0,0.464934741,882,0.0882,179.6634,0.0882,508
8847,0,0.464488846,883,0.0883,179.8671,0.0883,508
8419,0,0.464486413,884,0.0884,180.0708,0.0884,508
7796,0,0.464216656,885,0.0885,180.2745,0.0885,508
3958,1,0.464150225,886,0.0886,180.4782,0.0886,509
6516,0,0.463775473,887,0.0887,180.6819,0.0887,509
7625,0,0.463650615,888,0.0888,180.8856,0.0888,509
7096,1,0.463434829,889,0.0889,181.0893,0.0889,510
536,1,0.463279592,890,0.089,181.293,0.089,511
8445,0,0.463080057,891,0.0891,181.4967,0.0891,511
5458,0,0.462953704,892,0.0892,181.7004,0.0892,511
2150,1,0.462952963,893,0.0893,181.9041,0.0893,512
6852,0,0.462774573,894,0.0894,182.1078,0.0894,512
8235,1,0.462013219,895,0.0895,182.3115,0.0895,513
717,0,0.461747668,896,0.0896,182.5152,0.0896,513
908,1,0.461010901,897,0.0897,182.7189,0.0897,514
5338,1,0.460336417,898,0.0898,182.9226,0.0898,515
748,0,0.460215498,899,0.0899,183.1263,0.0899,515
5407,0,0.459644986,900,0.09,183.33,0.09,515
44,1,0.459573965,901,0.0901,183.5337,0.0901,516
9683,0,0.459480591,902,0.0902,183.7374,0.0902,516
7240,1,0.459403024,903,0.0903,183.9411,0.0903,517
5198,0,0.459392691,904,0.0904,184.1448,0.0904,517
4189,0,0.459334702,905,0.0905,184.3485,0.0905,517
2506,0,0.459124016,906,0.0906,184.5522,0.0906,517
